 624 103.7 355.1        LPk
 625  96.9 340.6        LPl
 626  92.1 324.1        LPm
 627  87.3 308.9        LPn
 628  84.2 293.8        LPo
 629  82.5 278.8        LPp
 630  87.7 354.1        LPq
 631  81.0 338.0        LPu
 632  76.9 321.6        LPv
 633  72.8 305.1        LPw
 634  70.6 287.9        LPx
 635  70.5 352.3        LPE
 636  64.6 336.0        LPF
 637  62.5 318.8        LPG
 638  59.1 299.8        LPH
 639  57.3 280.8        LPI
 640  57.0  90.0        MC1
 641  31.3  89.8        MC2
 642   5.4  87.5        MC3
 643  19.4 270.8        MC4
 644  44.2 270.5        MC5
 645 104.6  90.1        MF1
 646  81.2  90.1        MF2
 647  94.9 270.2        MP1
 648  69.7 270.3        MP2
 649  60.8 141.7        RCa
 650  55.5 156.8        RCb
 651  61.7 172.9        RCc
 652  54.3 188.5        RCd
 653  49.7 206.9        RCe
 654  49.1 226.5        RCf
 655  57.9 107.7        RCk
 656  53.5 125.1        RCl
 657  44.6 143.2        RCm
 658  45.3 169.4        RCn
 659  39.4 188.4        RCo
 660  35.4 210.0        RCp
 661  36.7 232.5        RCq
 662  46.2 249.1        RCr
 663  45.0 103.1        RCu
 664  38.1 120.0        RCv
 665  30.3 140.7        RCw
 666  31.2 166.8        RCx
 667  23.8 193.3        RCy
 668  23.1 230.8        RCz
 669  32.5 254.7        RCA
 670  19.9 117.7        RCE
 671  16.0 158.9        RCF
 672  10.8 220.8        RCG
 673 104.7 104.0        RFa
 674 105.0 118.9        RFb
 675 108.5 134.1        RFc
 676 115.8 149.2        RFd
 677 123.9 164.8        RFe
 678 117.7 182.1        RFf
 679  92.8  98.2        RFk
 680  92.5 113.1        RFl
 681  93.4 128.6        RFm
 682  96.0 142.1        RFn
 683 103.5 155.2        RFo
 684 110.0 169.6        RFp
 685  81.1 106.0        RFu
 686  81.0 122.1        RFv
 687  79.7 140.7        RFw
 688  86.2 155.9        RFx
 689  94.3 171.4        RFy
 690  69.3  99.0        RFE
 691  68.8 115.2        RFF
 692  69.2 130.0        RFG
 693  70.7 155.5        RFH
 694  77.4 171.6        RFI
 695 111.5 197.3        RPa
 696 105.2 213.0        RPb
 697 100.9 228.3        RPc
 698  97.4 242.6        RPd
 699  95.5 256.8        RPe
 700 103.3 185.4        RPk
 701  96.5 199.9        RPl
 702  91.6 216.4        RPm
 703  87.0 231.6        RPn
 704  84.0 246.6        RPo
 705  82.5 261.6        RPp
 706  87.3 186.5        RPu
 707  80.5 202.7        RPv
 708  76.5 218.9        RPw
 709  72.6 235.5        RPx
 710  70.4 252.7        RPy
 711  70.1 188.2        RPE
 712  64.3 204.4        RPF
 713  62.1 221.7        RPG
 714  58.9 240.9        RPH
 715  57.2 259.9        RPI
 716   0.0   0.0        DUM
 717   0.0   0.0        DUM
 718   0.0   0.0        DUM
 719   0.0   0.0        DUM
 720   0.0   0.0        DUM
 721   0.0   0.0        Sca
 722   0.0   0.0        H'1
 723   0.0   0.0        H'2
 724   0.0   0.0        H'3
 725   0.0   0.0        H'4
 726   0.0   0.0        H'5
 727   0.0   0.0        H'6
 728   0.0   0.0        H'7
 729   0.0   0.0        H'8
 730   0.0   0.0        H'9
 731   0.0   0.0       H'10
 732   0.0   0.0        T'1
 733   0.0   0.0        T'2
 734   0.0   0.0        T'3
 735   0.0   0.0        T'4
 736   0.0   0.0        T'5
 737   0.0   0.0         T1
 738   0.0   0.0         T2
 739   0.0   0.0         T3
 740   0.0   0.0         T4
 741   0.0   0.0         T5
 742   0.0   0.0         T6
 743   0.0   0.0         T7
 744   0.0   0.0         T8
 745   0.0   0.0         T9
 746   0.0   0.0        T10
 747   0.0   0.0        D'1
 748   0.0   0.0        D'2
 749   0.0   0.0        D'3
 750   0.0   0.0        D'4
 751   0.0   0.0        D'5
 752   0.0   0.0       L'13
 753   0.0   0.0        J'1
 754   0.0   0.0        J'2
 755   0.0   0.0        J'3
 756   0.0   0.0        J'4
 757   0.0   0.0        J'5
 758   0.0   0.0         J1
 759   0.0   0.0         J2
 760   0.0   0.0         J3
 761   0.0   0.0         J4
 762   0.0   0.0         J5
 763   0.0   0.0        B'1
 764   0.0   0.0        B'3
 765   0.0   0.0        B'5
 766   0.0   0.0        B'7
 767   0.0   0.0        B'9
 768   0.0   0.0       B'11
 769   0.0   0.0       B'13
 770   0.0   0.0       B'15
 771   0.0   0.0        A'1
 772   0.0   0.0        A'4
 773   0.0   0.0        A'7
 774   0.0   0.0       A'10
 775   0.0   0.0       A'13
 776   0.0   0.0        P'6
 777   0.0   0.0        P'7
 778   0.0   0.0        P'8
 779   0.0   0.0        P'9
 780   0.0   0.0       P'10
 781   0.0   0.0        L'1
 782   0.0   0.0        L'4
 783   0.0   0.0        L'7
 784   0.0   0.0       L'10
 785  27.9 104.7      MLC11
 786  31.6 130.5      MLC12
 787  44.1 152.0      MLC13
 788  51.8 169.5      MLC14
 789  62.3 183.4      MLC15
 790  18.6 137.4      MLC21
 791  30.5 155.9      MLC22
 792  37.7 176.1      MLC23
 793  48.3 189.2      MLC24
 794  21.4 180.5      MLC31
 795  32.4 198.6      MLC32
 796  31.5 224.5      MLC33
 797   6.9 174.6      MLC41
 798  18.2 220.4      MLC42
 799  25.3 254.7      MLC43
 800  88.4 104.1      MLF11
 801  91.0 117.8      MLF12
 802  75.8  96.7      MLF21
 803  76.7 111.6      MLF22
 804  80.2 126.2      MLF23
 805  64.1 105.9      MLF31
 806  66.0 122.0      MLF32
 807  70.3 136.4      MLF33
 808  73.7 150.1      MLF34
 809  52.0  98.0      MLF41
 810  53.1 116.9      MLF42
 811  57.0 135.7      MLF43
 812  58.9 151.9      MLF44
 813  67.3 166.2      MLF45
 814  40.7 111.0      MLF51
 815  44.4 131.8      MLF52
 816  75.2 263.0      MLO11
 817  74.1 244.7      MLO12
 818  87.1 253.8      MLO21
 819  86.9 237.4      MLO22
 820 100.6 263.3      MLO31
 821  99.6 246.7      MLO32
 822  99.9 230.4      MLO33
 823 111.6 254.7      MLO41
 824 112.1 239.0      MLO42
 825 113.1 223.1      MLO43
 826  37.7 246.8      MLP11
 827  45.4 227.2      MLP12
 828  45.3 208.0      MLP13
 829  49.8 261.4      MLP21
 830  50.5 244.1      MLP22
 831  62.4 253.5      MLP31
 832  61.4 234.7      MLP32
 833  58.2 218.3      MLP33
 834  59.7 201.0      MLP34
 835  85.5 139.4      MLT11
 836  82.4 161.8      MLT12
 837  78.0 178.7      MLT13
 838  74.7 194.9      MLT14
 839  72.6 211.6      MLT15
 840  73.5 227.7      MLT16
 841  97.4 131.1      MLT21
 842  94.6 151.0      MLT22
 843  93.2 173.1      MLT23
 844  90.0 188.9      MLT24
 845  87.5 204.5      MLT25
 846  86.9 221.4      MLT26
 847 107.2 142.9      MLT31
 848 105.4 162.4      MLT32
 849 104.7 181.3      MLT33
 850 102.0 197.5      MLT34
 851 100.4 213.8      MLT35
 852 116.7 154.4      MLT41
 853 116.2 172.4      MLT42
 854 115.2 189.2      MLT43
 855 112.9 205.6      MLT44
 856  27.9  74.3      MRC11
 857  31.7  48.7      MRC12
 858  44.3  27.7      MRC13
 859  51.7  10.3      MRC14
 860  62.1 356.3      MRC15
 861  18.5  41.8      MRC21
 862  30.7  23.5      MRC22
 863  37.9   3.7      MRC23
 864  48.4 350.7      MRC24
 865  21.7 359.5      MRC31
 866  32.6 341.1      MRC32
 867  31.7 315.7      MRC33
 868   7.1   5.4      MRC41
 869  18.4 320.0      MRC42
